,obs,name,jd,mnvel,errvel,sval,cts,tel
77786,,60491,2451884.124618,-5.477785544841851,2.2763603,,32043.0,k
77787,,60491,2452007.802199,-2.1577782206231007,2.1891038,,37843.0,k
77788,,60491,2452235.982512,-10.019792991130913,1.8927237,,46817.0,k
77789,,60491,2452574.095069,-10.66113515421685,2.032885,,45707.0,k
77790,,60491,2452925.144062,15.542493385822212,1.4664735,,110310.0,k
77791,bj04.460,60491,2453369.002199,-10.283861849910835,1.2448568,0.542,49802.0,j
77792,bj06.656,60491,2453426.853704,11.14544145539466,1.348371,0.551,29599.0,j
77793,bj07.1017,60491,2453483.741377,-36.19770428758255,1.2867147,0.524,28287.0,j
77794,bj83.983,60491,2455231.973056,1.3890496549770148,1.4895582,0.5720000000000001,24585.0,j
77795,bj141.150,60491,2455932.013894,-6.4141367130723665,1.4420779,0.589,24192.0,j
77796,bj163.317,60491,2456266.147666,22.94383611593065,1.5994741,0.535,24630.0,j
77797,,60491,2457295.142826,-18.058170173941903,1.5166165,,23756.0,j
77798,bj214.106,60491,2457297.091181,0.6403366720472832,1.4218366,0.5295,24858.0,j
77799,bj215.142,60491,2457299.153935,1.2254739162988812,1.4366459,0.5472,22922.0,j
77800,bj218.202,60491,2457353.95204,19.25765356171074,1.4622505,0.5529,24938.0,j
77801,bj218.413,60491,2457354.940986,-25.728319663281496,1.6331627,0.5569,24395.0,j
77802,bj219.289,60491,2457380.081692,0.8658650711143991,1.4328914,0.5473,27834.0,j
77803,bj220.136,60491,2457385.003413,19.154750049329778,1.5758591,0.5489999999999999,28919.0,j
77804,bj221.134,60491,2457401.974617,18.078310976578038,1.42205,0.5376,27983.0,j
77805,bj222.484,60491,2457413.776332,0.8038036837626379,1.4148948,0.5376,28568.0,j
77806,bj244.140,60491,2457698.162799,-20.4558348528235,1.3102038,0.5313,23270.0,j
77807,bj246.539,60491,2457714.094323,-7.650237739983055,1.5116655,0.5539999999999999,23223.0,j
77808,bj247.317,60491,2457746.909597,4.1463723990760855,1.2194517,0.5398,49999.0,j
77809,bj248.92,60491,2457759.935787,0.30455844203122595,1.5226808,0.5239,24538.0,j
77810,bj250.292,60491,2457775.893912,-16.80407138732302,1.3986627,0.5341,25118.0,j
77811,bj252.687,60491,2457806.821682,17.262063195500428,1.4440043,0.5412,24780.0,j
77812,bj253.280,60491,2457829.758903,19.414304666577912,1.3832592,0.5298,24866.0,j
77813,bj254.371,60491,2457854.722343,-4.369555791948301,1.3262287,0.5388,24471.0,j
77814,bj255.79,60491,2457886.733852,-8.76817006741804,1.619855,0.5592,24317.0,j
77815,bj305.803,60491,2458389.130539,-15.0323866912006,1.5964897,0.5539,25103.0,j
77816,bj189.1725,6101,2456851.137229,-290.8255847916311,2.6249774,0.0,24027.0,j
77817,bj190.111,6101,2456861.127475,-223.73451990845382,2.3253007,0.4091,24417.0,j
77818,bj191.170,6101,2456873.109864,-275.1286830938402,2.2214115,0.3795,50538.0,j
77819,bj191.292,6101,2456874.114166,-269.1907279931102,1.9523401,0.3746,50918.0,j
77820,bj191.479,6101,2456875.126118,-237.9748389221901,2.472481,0.3713,50675.0,j
77821,bj192.313,6101,2456881.106498,-300.99800871737574,2.3198793,0.3568,50142.0,j
77822,bj192.732,6101,2456883.138688,-171.4920864533101,2.035279,0.3989,49497.0,j
77823,bj194.127,6101,2456907.089867,-123.26375772484869,2.1401427,0.2928,24839.0,j
77824,bj194.339,6101,2456908.128914,-133.5229454678568,1.9107888,0.2804,24786.0,j
77825,bj209.98,6101,2457254.133566,-56.06520231440917,1.9458213,0.3046,50730.0,j
77826,bj222.470,6101,2457413.72846,17.759513570879733,2.0882728,0.2892,29360.0,j
77827,bj233.144,6101,2457580.125773,-154.46917574010854,2.3712914,0.2858,24481.0,j
77828,bj236.304,6101,2457614.139005,-40.150652496430695,2.274405,0.3034,24038.0,j
77829,bj240.538,6101,2457654.0881,53.814923379452054,2.1943367,0.284,24822.0,j
77830,bj246.503,6101,2457713.971669,79.10108651875908,2.1328835,0.2898,25514.0,j
77831,bj247.298,6101,2457746.845143,92.1104148065354,1.9813067,0.2856,25568.0,j
77832,bj248.65,6101,2457759.694413,20.593486210329957,1.7184091,0.2975,49664.0,j
77833,bj249.467,6101,2457765.718481,19.75572280251481,2.0284984,0.2799,25643.0,j
77834,bj251.465,6101,2457789.705114,98.18655487188931,2.1762571,0.2987,25610.0,j
77835,bj252.71,6101,2457802.704093,111.57635471008274,2.0849137,0.281,24925.0,j
77836,bj265.96,6101,2457964.073031,-56.6445976873814,2.3354237,0.2994,24843.0,j
77837,bj266.284,6101,2457971.138292,118.11937154394693,1.899442,0.4266,24329.0,j
77838,bj275.84,6101,2458065.827176,-9.107150693212645,2.2839925,0.2702,24629.0,j
77839,bj278.69,6101,2458111.705922,-2.563823087558518,2.370272,0.2975,25038.0,j
77840,bj279.83,6101,2458124.847629,178.3579785515796,2.4747555,0.2837,24572.0,j
77841,bj299.273,6101,2458346.014831,96.42161593566321,2.6047478,0.2991,26083.0,j
77842,bj305.1025,6101,2458390.081231,239.38416467558937,2.435035,0.294,26056.0,j
77843,bj305.1312,6101,2458392.022489,229.66099669657794,2.2775073,0.3014,26048.0,j
77844,bj305.1498,6101,2458393.015546,203.71793631679336,2.022379,0.2721,25991.0,j
77845,bj305.1516,6101,2458393.063452,242.1626307867519,2.412398,0.2812,26025.0,j
77846,bj306.288,6101,2458396.838684,121.63776391921358,2.7818167,0.2976,8583.0,j
77847,bj313.44,6101,2458462.777395,186.37839887055608,1.8889562,0.2997,26085.0,j
77848,bj314.85,6101,2458476.745643,177.8461140914063,1.9483529,0.2941,26174.0,j
77849,,61606,2450419.021817,-1.3545750510574806,1.0751954,,149511.0,k
77850,,61606,2451170.986516,4.221772300016738,1.21982,,125126.0,k
77851,,61606,2451550.986238,-5.769240273225449,1.5976765,,32477.0,k
77852,,61606,2451552.977928,4.405976401579238,1.5458133,,31811.0,k
77853,,61606,2451581.899919,-0.6162709128738868,1.2398152,,79371.0,k
77854,,61606,2451884.127141,3.8557292091964257,1.3185732,,78627.0,k
77855,,61606,2451973.855417,-1.6478566062332618,1.2025278,,71487.0,k
77856,,61606,2452243.084525,-2.395201576936387,1.4365096,,108496.0,k
77857,,61606,2452574.097338,-5.5071629416824806,1.3908827,,58500.0,k
77858,,61606,2452777.752743,4.996934043180801,1.7068707,,41132.0,k
77859,,61606,2452988.974213,-6.606810463655137,1.5800552,,113084.0,k
77860,bj04.464,61606,2453369.020417,2.932661877882339,1.1985406,0.495,21270.0,j
77861,bj06.658,61606,2453426.857361,6.29799469185776,1.0861052,0.503,30360.0,j
77862,bj07.1018,61606,2453483.742905,3.9949358593906936,1.1002796,0.513,29152.0,j
77863,bj83.982,61606,2455231.970796,4.152923472909592,1.1647624,0.509,25553.0,j
77864,bj138.195,61606,2455902.027009,-6.721188442131165,1.1777041,0.503,25820.0,j
77865,bj166.282,61606,2456326.981036,-6.8307680424756505,0.9969875,0.526,50812.0,j
77866,,61606,2457295.144538,5.615320898119961,1.1145744,,24945.0,j
77867,bj214.107,61606,2457297.092747,4.52560195207343,1.1294817,0.5055,26476.0,j
77868,bj218.201,61606,2457353.95087,-6.432803689626496,1.142634,0.5101,27198.0,j
77869,bj218.414,61606,2457354.943268,-11.189777465103703,1.2755182,0.5182,25862.0,j
77870,bj219.290,61606,2457380.083499,-1.5772222156174251,1.1625217,0.5063,30334.0,j
77871,bj220.137,61606,2457385.005903,4.391540633265279,1.3349591,0.5371,29265.0,j
77872,bj221.135,61606,2457401.976375,-5.342523453082508,1.0945648,0.5116,29548.0,j
77873,bj222.320,61606,2457412.906656,-6.328853975521039,1.1075449,0.5157,29106.0,j
77874,bj222.509,61606,2457413.928508,-4.620664930216645,1.0757056,0.5084,29685.0,j
77875,bj222.725,61606,2457414.999663,-6.890095139060487,1.188072,0.5132,29819.0,j
77876,bj224.138,61606,2457422.977269,-3.379232167042126,1.1312218,0.5228,29556.0,j
77877,bj225.73,61606,2457439.973033,-10.490207652525546,1.163099,0.5122,28471.0,j
77878,bj242.138,61606,2457672.153339,2.010120790801693,1.1786036,0.5012,26266.0,j
77879,bj244.141,61606,2457698.164135,0.3385133135612364,1.1260749,0.4884,25523.0,j
77880,bj246.540,61606,2457714.097236,1.5587949586859224,1.1731334,0.4977,24227.0,j
77881,bj247.117,61606,2457746.106839,-1.4486027246362099,1.2379026,0.483,26313.0,j
77882,bj249.111,61606,2457763.90235,-4.4557834250972945,1.1164496,0.5069,26715.0,j
77883,bj252.192,61606,2457803.797514,13.212862028320128,1.1307731,0.5136,25715.0,j
77884,bj252.688,61606,2457806.823264,8.006027263245796,1.1135453,0.5259,25966.0,j
77885,bj253.281,61606,2457829.760425,4.212544889006281,1.232167,0.512,26673.0,j
77886,bj274.348,61606,2458030.149656,-4.692648408537735,1.2003946,0.485,25466.0,j
77887,bj277.527,61606,2458100.155591,-2.9387635116031916,1.2726128,0.4966,25873.0,j
77888,bj282.287,61606,2458150.873744,-4.895619990177046,1.2935491,0.5149,25361.0,j
77889,bj282.304,61606,2458150.920769,-5.549865349028433,1.3197448,0.5165,26147.0,j
77890,bj319.99,61606,2458532.782644,-1.3829384302831675,1.1478506,0.5147,26971.0,j
77891,,62613,2452220.095868,6.598715204489352,1.5154871,,77447.0,k
77892,,62613,2452236.030937,-0.36212311338174175,4.8612924,,77248.0,k
77893,,62613,2452243.031829,0.8155197088838833,4.5377464,,87603.0,k
77894,,62613,2452576.089977,-6.870523076760648,1.2563585,,90777.0,k
77895,,62613,2452988.026447,3.7399581854463833,5.346598,,33723.0,k
77896,,62613,2452989.074884,-3.0316330010770542,4.9625177,,105799.0,k
77897,bj04.911,62613,2453369.937326,0.3072489308083177,1.114427,0.183,96851.0,j
77898,bj06.325,62613,2453425.877951,2.8299062169688987,0.9123278,0.182,94669.0,j
77899,bj06.326,62613,2453425.879583,4.244211672123937,0.99018705,0.182,94620.0,j
77900,bj06.327,62613,2453425.881308,3.000794219703957,0.93234354,0.182,95126.0,j
77901,bj07.737,62613,2453480.795451,-1.1720282847760886,0.9758125,0.179,91382.0,j
77902,bj07.738,62613,2453480.796887,-0.7239902238051013,0.9369686,0.179,93462.0,j
77903,bj07.739,62613,2453480.798264,2.877633921214727,1.0158999,0.17800000000000002,92321.0,j
77904,bj13.238,62613,2453693.08184,-0.3409423191700398,0.90839875,0.18,98278.0,j
77905,bj13.239,62613,2453693.083102,1.2595529354987391,0.9012007,0.179,98274.0,j
77906,bj13.240,62613,2453693.084618,-2.844116293244774,0.8423404,0.179,98184.0,j
77907,bj13.647,62613,2453694.069282,-2.7606483702303564,0.87342876,0.18,100437.0,j
77908,bj13.648,62613,2453694.070694,-0.4708958805798744,0.9458635,0.18,100200.0,j
77909,bj13.649,62613,2453694.072662,0.64624582746535,0.8957987,0.18,101479.0,j
77910,bj13.1197,62613,2453695.028866,1.8672891426870706,0.99540895,0.18,100665.0,j
77911,bj13.1202,62613,2453695.040498,-0.1664995562592253,0.96432287,0.18,99598.0,j
77912,bj13.1203,62613,2453695.042025,-1.0827871710537806,0.96600336,0.18100000000000002,99347.0,j
77913,bj13.1703,62613,2453696.098206,-0.5383171530468758,0.8827202,0.18100000000000002,99952.0,j
77914,bj13.1704,62613,2453696.099398,1.2039622183001484,0.9813859,0.18100000000000002,98933.0,j
77915,bj13.1705,62613,2453696.100637,1.5540643980279043,0.99787426,0.18100000000000002,100404.0,j
77916,bj13.2241,62613,2453697.094167,-7.066183695210931,1.032668,0.18100000000000002,104769.0,j
77917,bj13.2242,62613,2453697.095394,-4.932320645777509,1.121794,0.18100000000000002,104933.0,j
77918,bj13.2243,62613,2453697.096609,-4.136091634144478,1.1324399,0.18100000000000002,103081.0,j
77919,bj14.663,62613,2453724.998102,-2.9120678273350293,1.1017087,0.18,99638.0,j
77920,bj14.664,62613,2453725.001215,-2.5124022395590586,1.0650437,0.179,100498.0,j
77921,bj14.665,62613,2453725.003993,-0.4877540244993881,1.1080806,0.179,100387.0,j
77922,bj16.613,62613,2453776.945625,0.07817990875734182,0.9563667,0.18100000000000002,98493.0,j
77923,bj16.614,62613,2453776.946956,2.477333208292258,0.9608185,0.182,97408.0,j
77924,bj16.615,62613,2453776.948264,-1.0012423795870626,0.8912055,0.182,98158.0,j
77925,bj47.801,62613,2454399.138102,2.1371884471532354,1.0211976,0.204,72177.0,j
77926,bj48.916,62613,2454430.144201,0.6831018823110782,1.0530795,0.21100000000000002,70414.0,j
77927,bj63.1384,62613,2454810.103252,-5.680332138706241,1.2924172,0.19899999999999998,43997.0,j
77928,bj66.161,62613,2454865.02937,1.1859480102825115,1.1189814,0.198,45215.0,j
77929,bj66.706,62613,2454867.947113,1.954667179321536,1.3064471,0.19699999999999998,44418.0,j
77930,bj68.910,62613,2454956.867071,1.3318672730494066,1.1625475,0.196,47260.0,j
77931,bj70.142,62613,2454983.795504,4.163734147204554,1.2272891,0.195,44915.0,j
77932,bj70.380,62613,2454984.782517,3.403605186138325,1.2562094,0.19699999999999998,47242.0,j
77933,bj70.685,62613,2454985.782273,3.9361414226631997,1.2412927,0.198,46015.0,j
77934,bj70.969,62613,2454986.768836,1.095888423093271,1.197001,0.196,45879.0,j
77935,bj70.1181,62613,2454987.776267,2.193536803139872,1.2189518,0.19899999999999998,46420.0,j
77936,bj70.1393,62613,2454988.794463,2.8288371410769715,1.2152786,0.196,46020.0,j
77937,bj81.685,62613,2455190.071905,-3.8279187930832563,1.2058506,0.18899999999999997,47203.0,j
77938,bj81.686,62613,2455190.072784,-6.774992100620669,1.2681234,0.188,47265.0,j
77939,bj81.687,62613,2455190.073653,-3.51316498182536,1.2670304,0.18899999999999997,45569.0,j
77940,bj82.468,62613,2455198.013297,-2.819839429097377,1.2273227,0.193,46888.0,j
77941,bj82.469,62613,2455198.014466,0.5850189892371409,1.2414929,0.192,48065.0,j
77942,bj82.470,62613,2455198.015704,-2.8292673556144186,1.206963,0.192,47949.0,j
77943,bj89.315,62613,2455312.811393,2.5725372560596638,1.0280108,0.18600000000000003,47722.0,j
77944,bj134.506,62613,2455852.150663,-1.1705006824552697,1.2314087,0.18899999999999997,47217.0,j
77945,bj134.507,62613,2455852.151566,1.6632648639100012,1.1442813,0.18899999999999997,47283.0,j
77946,bj134.508,62613,2455852.152457,-0.49540291911935697,1.1866817,0.18899999999999997,45194.0,j
77947,bj164.252,62613,2456290.043668,-0.6672415886585956,1.1644913,0.21,49624.0,j
77948,bj166.558,62613,2456327.961741,3.5407965801658428,1.1219186,0.217,47874.0,j
77949,bj183.231,62613,2456588.148753,-0.7564194011178245,1.2328924,0.221,47706.0,j
77950,bj197.114,62613,2457060.822729,-1.2899013749952948,1.0501317,0.1956,51151.0,j
77951,bj246.337,62613,2457713.166582,-4.719839841644287,1.1883445,0.1766,48394.0,j
77952,bj277.517,62613,2458100.080115,-5.026579800120192,1.4058757,0.1815,24832.0,j
77953,bj316.140,62613,2458491.000261,-2.4242779953334246,1.1529646,0.198,50030.0,j
77954,bj322.82,62613,2458568.77952,-3.046430134109482,1.1291275,0.2019,48910.0,j
77955,bj351.172,62613,2458795.126544,0.007811573943683925,1.1554681,0.2053,47521.0,j
77956,bj365.313,62613,2458904.938611,0.4960533455808471,1.0700128,0.2021,50331.0,j
77957,,63754,2450419.026782,37.91029807188221,1.8742236,,63665.0,k
77958,,63754,2450462.930671,26.49471732237049,1.6651698,,153017.0,k
77959,,63754,2450546.871111,25.76856680967518,1.6141562,,301240.0,k
77960,,63754,2450785.144884,32.99325247862049,1.7739211,,82947.0,k
77961,,63754,2450807.073611,31.042713843366585,2.1544738,,41692.0,k
77962,,63754,2450837.899387,32.92629691221424,1.9706235,,63943.0,k
77963,,63754,2450861.864549,33.084095679304085,2.1899128,,42791.0,k
77964,,63754,2451170.989005,34.38978262998768,1.7818834,,68613.0,k
77965,,63754,2451226.906319,27.566639624616585,2.131999,,47811.0,k
77966,,63754,2451550.988067,31.095150671979866,1.9278024,,59886.0,k
77967,,63754,2451882.966863,28.622540198347053,1.7773888,,73203.0,k
77968,,63754,2451973.820625,29.49628897764393,1.7156191,,99674.0,k
77969,,63754,2452243.057731,33.9830748663158,1.9342237,,56394.0,k
77970,,63754,2452575.098519,32.592831336042366,2.3471394,,51477.0,k
77971,,63754,2452777.749271,27.85737296201893,1.8221204,,100669.0,k
77972,,63754,2452988.972049,15.248242102643928,1.9823204,,104957.0,k
77973,,63754,2453014.887801,28.20802756406971,2.4707198,,32740.0,k
77974,,63754,2453014.889155,14.821049414655647,2.116394,,52545.0,k
77975,,63754,2453015.895984,27.91573020078846,1.8016557,,105817.0,k
77976,,63754,2453016.886088,25.828655921003303,2.5460806,,32767.0,k
77977,,63754,2453016.895706,30.35225363828846,1.6716067,,103789.0,k
77978,bj03.240,63754,2453339.06662,29.200079973034093,1.2286614,0.138,97071.0,j
77979,bj06.660,63754,2453426.865903,23.821227513334236,1.5725324,0.139,93374.0,j
77980,bj106.292,63754,2455522.042798,13.449833285821057,1.6032873,0.139,46165.0,j
77981,bj133.659,63754,2455844.156295,13.848478320159302,1.9521052,0.13,22058.0,j
77982,bj222.510,63754,2457413.928982,-2.60473409508512,1.883492,0.1396,26949.0,j
77983,bj242.379,63754,2457673.154421,-6.785650928585866,1.8463433,0.1385,24955.0,j
77984,bj246.938,63754,2457716.160545,-13.347453979621648,1.7693105,0.1384,22448.0,j
77985,bj277.528,63754,2458100.156353,-12.949471993424467,1.9934717,0.1406,23299.0,j
77986,bj282.288,63754,2458150.874793,-6.052064771915802,2.0463052,0.1394,24157.0,j
77987,bj282.306,63754,2458150.924121,-9.82635455453644,2.0157802,0.1402,24030.0,j
77988,bj306.399,63754,2458397.142841,-5.231744892675067,1.6360317,0.1379,23612.0,j
77989,bj322.77,63754,2458568.754398,-14.756794058820105,1.9769548,0.1396,24788.0,j
77990,bj329.71,63754,2458615.736364,-20.14063444602158,1.9078779,0.1404,24724.0,j
77991,bj329.465,63754,2458617.7371,-5.335014357014458,1.7469409,0.1389,25901.0,j
77992,,65277,2450461.952269,24.701658841282452,1.1879399,,158607.0,k
77993,,65277,2450546.878958,27.764776822239483,1.0794207,,120369.0,k
77994,,65277,2450807.028912,29.701918240696514,1.2319766,,131338.0,k
77995,,65277,2450837.919583,25.47581350436839,1.3395382,,136445.0,k
77996,,65277,2450861.901528,25.910650845676983,1.1023778,,176825.0,k
77997,,65277,2451170.995417,25.401030179173077,1.243993,,128117.0,k
77998,,65277,2451226.913032,19.904371853977764,1.054339,,121911.0,k
77999,,65277,2451551.001551,17.934721585423077,1.2632607,,88529.0,k
78000,,65277,2451581.91294,21.982313748509014,1.1454649,,80164.0,k
78001,,65277,2451898.107581,19.58067953220042,1.3429362,,83676.0,k
78002,,65277,2451973.870069,21.014586087376202,1.188945,,110715.0,k
78003,,65277,2451974.857083,18.77024709811839,1.1173315,,108757.0,k
78004,,65277,2451981.963877,14.18583547702464,1.4166744,,61726.0,k
78005,,65277,2451982.946956,15.29099905124339,1.2704653,,72713.0,k
78006,,65277,2452003.7755319998,15.113890286594952,1.3737866,,116181.0,k
78007,,65277,2452243.09537,17.027220364719952,1.4550126,,109425.0,k
78008,,65277,2452574.102245,15.50279104343089,1.5285889,,102259.0,k
78009,,65277,2452777.758831,17.806761380344952,1.7015746,,42239.0,k
78010,,65277,2453017.836273,12.030157681614483,1.2133034,,117180.0,k
78011,bj04.894,65277,2453369.892176,15.292393677419675,0.79975975,0.21899999999999997,103031.0,j
78012,bj06.651,65277,2453426.839815,11.092660349078173,0.89339703,0.22399999999999998,102481.0,j
78013,bj07.1019,65277,2453483.745405,9.927356294711934,0.79719377,0.223,98348.0,j
78014,bj14.146,65277,2453723.994363,12.658629407430325,0.8942075,0.214,105672.0,j
78015,bj16.199,65277,2453775.961238,12.777549382359116,0.89692867,0.214,105311.0,j
78016,bj26.622,65277,2454085.060984,11.012915684642806,1.0026346,0.233,76803.0,j
78017,bj48.900,65277,2454430.063472,6.640835773654146,0.9513536,0.23199999999999998,76618.0,j
78018,bj49.567,65277,2454454.973183,6.959700047935314,0.99453944,0.239,76448.0,j
78019,bj49.985,65277,2454455.991759,6.507486500827397,1.0043757,0.23800000000000002,77220.0,j
78020,bj49.1939,65277,2454459.028067,6.22940211907877,1.1546429,0.24100000000000002,47716.0,j
78021,bj49.2271,65277,2454461.076088,7.3674790736383216,1.156551,0.23800000000000002,48215.0,j
78022,bj49.2676,65277,2454462.057442,5.605931325638913,1.0920597,0.23800000000000002,47142.0,j
78023,bj52.146,65277,2454544.890718,7.5151208968643815,1.0161488,0.248,75596.0,j
78024,bj52.924,65277,2454546.813056,6.041019507094475,0.84293747,0.249,76286.0,j
78025,bj64.182,65277,2454839.035626,3.544439935029736,1.1112999,0.256,48993.0,j
78026,bj66.122,65277,2454864.932758,8.282378218609699,1.058818,0.254,48698.0,j
78027,bj66.679,65277,2454867.822548,7.588111354660903,1.1093941,0.254,48543.0,j
78028,bj78.221,65277,2455134.084002,1.5832635876529366,1.0553026,0.257,48704.0,j
78029,bj78.512,65277,2455135.092464,0.24694103276010537,0.982255,0.255,48786.0,j
78030,bj79.87,65277,2455163.984543,4.192320124988669,1.0824817,0.261,48972.0,j
78031,bj82.776,65277,2455199.013198,2.10899074500756,1.1410948,0.254,49887.0,j
78032,bj89.887,65277,2455314.744271,-4.173533459999618,1.0258175,0.259,51029.0,j
78033,bj91.266,65277,2455343.737037,2.3463040558730626,1.0867991,0.271,49927.0,j
78034,bj106.597,65277,2455523.077559,-0.6147564952432276,0.968936,0.24600000000000002,49961.0,j
78035,bj860.178,65277,2455550.003652,2.2509212002114154,0.9782733,0.2511,73321.0,j
78036,bj880.220,65277,2455841.132415,-2.214381241474996,1.0648701,0.2493,71764.0,j
78037,bj133.175,65277,2455842.131102,0.6953572779013371,0.9997454,0.247,50552.0,j
78038,bj138.194,65277,2455902.025164,-2.1365533111477077,0.9311634,0.24600000000000002,50646.0,j
78039,bj889.161,65277,2456024.857307,-5.466806064935966,1.3223313,0.2434,38306.0,j
78040,bj160.124,65277,2456203.085309,-4.242426490613184,1.0657662,0.23800000000000002,50115.0,j
78041,bj161.149,65277,2456208.072633,-5.946968585355933,1.0171294,0.231,51549.0,j
78042,bj163.318,65277,2456266.149217,-3.8172424152401163,1.0722324,0.233,50921.0,j
78043,bj166.550,65277,2456327.919433,-3.2725044709930593,1.0412838,0.24,51470.0,j
78044,bj183.468,65277,2456589.097505,-6.920316817447713,0.9718755,0.222,50880.0,j
78045,bj196.295,65277,2457058.882999,-7.149173959625845,1.0289676,0.2169,49246.0,j
78046,bj215.134,65277,2457299.133991,-7.664331664664985,1.0263655,0.2196,51262.0,j
78047,bj222.321,65277,2457412.908413,-9.650513365766429,1.1756103,0.2166,30519.0,j
78048,bj222.511,65277,2457413.931695,-11.295081098574883,1.0664682,0.2146,29606.0,j
78049,bj222.726,65277,2457415.001399,-10.330246558318075,1.2957473,0.2153,29792.0,j
78050,bj224.139,65277,2457422.978857,-8.197816358969682,1.1511265,0.2179,30238.0,j
78051,bj225.74,65277,2457439.974722,-10.28392794119571,1.3500433,0.221,27678.0,j
78052,bj246.322,65277,2457713.049744,-16.206933668283455,1.0412096,0.2124,50416.0,j
78053,bj247.118,65277,2457746.109609,-13.43827787820669,1.2536844,0.2146,26353.0,j
78054,bj249.112,65277,2457763.90372,-16.220602971660014,1.0728445,0.2093,25914.0,j
78055,bj282.305,65277,2458150.922943,-10.109299154369545,1.0440848,0.2245,51142.0,j
78056,bj305.456,65277,2458387.124067,-12.313408984101926,1.0704552,0.2306,51127.0,j
78057,bj314.141,65277,2458476.885663,-15.403320666710556,1.0793954,0.2275,51662.0,j
78058,bj318.106,65277,2458528.93079,-15.039505461621271,1.058626,0.2215,52427.0,j
78059,bj325.75,65277,2458595.731728,-16.33235868134944,1.09238,0.2436,52767.0,j
78060,bj351.148,65277,2458795.032668,-19.117294761983942,1.0703346,0.2372,51624.0,j
78061,,65430,2450461.913183,-686.8153862787454,1.152046,,144273.0,k
78062,,65430,2450545.82309,-803.4254021478861,1.1249479,,141288.0,k
78063,,65430,2450784.093437,-854.9821648431986,1.0999739,,164265.0,k
78064,,65430,2450807.156551,-843.1156487299173,1.3594321,,59479.0,k
78065,,65430,2450837.831319,-824.9830803705423,1.2421179,,145938.0,k
78066,,65430,2450838.955417,-827.3038811517923,1.2980946,,237603.0,k
78067,,65430,2450840.027755,-825.7042717767923,1.295288,,211362.0,k
78068,,65430,2450861.821238,-819.2912468744486,1.1571163,,223508.0,k
78069,,65430,2450862.755475,-820.1904167963236,1.1985604,,99166.0,k
78070,,65430,2450954.783414,-756.2928337885111,1.1647664,,188600.0,k
78071,,65430,2450955.743102,-753.9211296869486,1.1847616,,113052.0,k
78072,,65430,2451171.075509,-571.4789299799173,1.1513989,,133904.0,k
78073,,65430,2451200.025081,-538.8425164056986,1.1382864,,164126.0,k
78074,,65430,2451226.789294,-511.4274773431986,1.1043807,,97602.0,k
78075,,65430,2451227.900139,-517.3511833978861,1.1879305,,188020.0,k
78076,,65430,2451229.868241,-512.8257317377298,1.4168679,,55696.0,k
78077,,65430,2451229.875174,-511.7559685541361,1.3226128,,66917.0,k
78078,,65430,2451310.75022,-433.7252068353861,1.0593605,,138266.0,k
78079,,65430,2451311.749907,-422.57710502874545,3.163372,,6051.0,k
78080,,65430,2451312.74522,-428.701021654722,1.1369933,,182649.0,k
78081,,65430,2451552.001539,-167.101900560972,1.3228514,,88715.0,k
78082,,65430,2451581.93831,-132.2621483637064,1.3663965,,90640.0,k
78083,,65430,2451899.107789,241.50977851617643,1.1882364,,94918.0,k
78084,,65430,2452007.862998,381.5542121099264,1.455416,,107104.0,k
78085,,65430,2452243.035405,690.5206427739889,1.3731691,,98212.0,k
78086,,65430,2452307.864317,785.3365607427389,1.6851491,,87423.0,k
78087,,65430,2452576.076076,1171.6394171880515,1.6292773,,99503.0,k
78088,,65430,2452987.950914,1817.596570508364,1.8582842,,42415.0,k
78089,bj04.479,65430,2453369.077801,1972.791910955754,1.0720881,0.157,98482.0,j
78090,bj14.163,65430,2453724.047975,306.0738299830939,1.0704718,0.156,101848.0,j
78091,bj14.164,65430,2453724.050579,303.28126917438675,1.0327731,0.157,101503.0,j
78092,bj16.184,65430,2453775.915208,24.5539624232797,1.0650437,0.156,99865.0,j
78093,bj16.185,65430,2453775.917604,23.538278238657213,0.9602596,0.157,99861.0,j
78094,bj18.169,65430,2453837.74412,-262.3807446390292,1.3733131,0.156,17132.0,j
78095,bj18.170,65430,2453837.750637,-266.7642709213229,1.5503942,0.157,11822.0,j
78096,bj28.160,65430,2454129.892431,-845.9114157500252,1.0588807,0.157,67678.0,j
78097,bj28.161,65430,2454129.894734,-845.676801399461,1.0858909,0.156,66774.0,j
78098,bj47.417,65430,2454398.086053,-804.7750636641838,0.964896,0.157,72134.0,j
78099,bj48.903,65430,2454430.077905,-781.2101020517553,1.0643997,0.157,73178.0,j
78100,bj52.541,65430,2454545.874352,-703.0000381830264,1.1367768,0.156,73102.0,j
78101,bj63.750,65430,2454807.935012,-454.2086555312635,1.0500666,0.157,46397.0,j
78102,bj78.230,65430,2455134.111789,-90.93549980327673,1.2800606,0.156,45977.0,j
78103,bj78.537,65430,2455135.126819,-91.9720975571209,1.1870581,0.157,46409.0,j
78104,bj78.798,65430,2455136.096463,-95.4096417524435,1.1190375,0.158,46390.0,j
78105,bj79.88,65430,2455163.987631,-57.60825410209181,1.1734779,0.156,47072.0,j
78106,bj80.1180,65430,2455174.024965,-47.506938821177066,1.2082065,0.156,46547.0,j
78107,bj81.166,65430,2455188.004431,-30.75064310667134,1.212967,0.158,46383.0,j
78108,bj81.692,65430,2455190.094037,-27.199714360947286,1.266488,0.159,47085.0,j
